tested_ids,most_possible_intention,most_possible_intention_cf,second_possible_intention,second_possible_intention_cf,third_possible_intention,third_possible_intention_cf,ground_truth_intention
359,agent_2-greet-agent_1,0.9,agent_2-find-key_3,0.75,agent_2-get-key_3-agent_1,0.65,agent_2-observe-world
360,agent_2-inform-agent_1-box_4_is_open,0.8,agent_2-get-key_3-agent_1,0.65,agent_2-observe-agent_1,0.5,agent_2-observe-world
361,agent_2-observe-agent_1,0.7,agent_2-get-key_3-agent_1,0.5,agent_2-inform-agent_1-agent_2_wants_key_3,0.3,agent_2-respondto-agent_1
362,agent_2-greet-agent_1,0.85,agent_2-get-key_3-agent_1,0.8,agent_2-help-agent_1-give-key_3-me,0.7,agent_2-greet-agent_1
363,agent_2-get-key_3-agent_1,0.9,agent_2-respondto-agent_1,0.75,agent_2-observe-agent_1,0.6,agent_2-observe-agent_1
364,agent_2-help-agent_1-get-dumbbell_3-box_4,0.85,agent_2-inform-agent_1-dumbbell_5,0.75,agent_2-requesthelp-agent_1-inform-agent_1-dumbbell_5,0.65,agent_2-inform-agent_1-dumbbell_5
365,agent_2-help-agent_1-get-dumbbell_3-box_4,0.75,agent_2-observe-agent_1,0.6,agent_2-inform-agent_1-dumbbell_5,0.25,agent_2-inform-agent_1-dumbbell_5
366,agent_2-observe-agent_1,0.8,agent_2-respondto-agent_1,0.7,agent_2-na,0.5,agent_2-inform-agent_1-dumbbell_5
367,agent_2-find-dumbbell_5,0.7,agent_2-inform-agent_1-dumbbell_5,0.5,agent_2-respondto-agent_1,0.4,agent_2-greet-agent_1
368,agent_2-find-agent_1,0.75,agent_2-greet-agent_1,0.15,agent_2-observe-world,0.1,agent_2-observe-agent_1
369,agent_2-inform-agent_1-chess_4,0.8,agent_2-greet-agent_1,0.7,agent_2-playwith-chess_4-agent_1,0.5,agent_2-find-agent_1
370,agent_2-greet-agent_1,0.85,agent_2-help-agent_1-find-cup_3,0.75,agent_2-inform-agent_1-cup_3,0.7,agent_2-greet-agent_1
371,agent_2-observe-cup_3,0.8,agent_2-respondto-agent_1,0.7,"agent_2-help-agent_1-[inform, agent_2, cup_3]",0.6,agent_2-respondto-agent_1
372,agent_2-get-banana_6-agent_1,0.85,agent_2-respondto-agent_1,0.6,agent_2-observe-agent_1,0.5,agent_2-greet-agent_1
373,agent_2-get-banana_6-agent_1,0.9,agent_2-respondto-agent_1,0.75,agent_2-greet-agent_1,0.65,agent_2-observe-agent_1
374,agent_2-get-banana_6-agent_1,0.9,agent_2-respondto-agent_1,0.7,agent_2-observe-agent_1,0.2,agent_2-respondto-agent_1
375,agent_2-help-agent_1-get-cup_3,0.9,agent_2-get-cup_3,0.8,agent_2-give-cup_3-agent_1,0.7,agent_2-help-agent_1-get-cup_3-me
376,agent_2-get-cup_3-cup_3,0.9,agent_2-help-agent_1-get-cup_3-me,0.8,agent_2-give-cup_3-agent_1,0.6,agent_2-get-cup_3-agent_1
377,agent_1-find-box_3,0.85,agent_1-open-box_3,0.75,agent_1-observe-box_3,0.65,agent_1-open-box_3
378,agent_1-find-box_3,0.7,agent_1-open-box_3,0.2,agent_1-find-something,0.1,agent_1-open-box_3
379,agent_1-open-box_3,0.9,agent_1-find-key,0.6,agent_1-observe-box_3,0.4,agent_1-open-box_3
380,agent_1-find-key,0.7,agent_1-open-box_3,0.2,agent_1-na,0.1,agent_1-open-box_3
381,agent_1-open-box_3,0.8,agent_1-find-key,0.6,agent_1-observe-box_3,0.4,agent_1-find-na
382,agent_1-find-key,0.7,agent_1-find-na,0.6,agent_1-find-cup,0.4,agent_1-find-agent_2
383,agent_1-find-agent_2,0.8,agent_1-find-na,0.15,agent_1-find-box_3,0.05,agent_1-find-agent_2
384,agent_1-find-na,0.5,agent_1-find-agent_2,0.3,agent_1-open-box_3,0.2,agent_1-find-agent_2
385,agent_1-find-agent_2,0.5,agent_1-find-box_3,0.3,agent_1-find-key,0.1,agent_1-find-agent_2
386,agent_2-putinto-key_5-shelf_4,0.85,agent_2-observe-shelf_4,0.1,agent_2-na,0.05,agent_2-putinto-key_5-shelf_4
387,agent_2-help-agent_1-get-timer_3-shelf_4,0.8,agent_2-putinto-key_5-shelf_4,0.7,agent_2-inform-agent_1-myplantoputkey5inshelf4,0.6,agent_2-putinto-key_5-shelf_4
388,agent_2-help-agent_1-get-timer_3-shelf_4,0.85,agent_2-putinto-key_5-shelf_4,0.7,agent_2-observe-agent_1,0.6,agent_2-putinto-key_5-shelf_4
389,agent_2-get-timer_3-agent_1,0.9,agent_2-respondto-agent_1,0.7,agent_2-putinto-key_5-shelf_4,0.4,agent_2-putinto-key_5-shelf_4
390,agent_2-help-agent_1-give-timer_3-agent_2,0.9,agent_2-get-timer_3-agent_1,0.8,agent_2-respondto-agent_1,0.7,agent_2-putinto-key_5-shelf_4
391,agent_2-help-agent_1-give-timer_3-me,0.9,agent_2-get-timer_3-agent_1,0.8,agent_2-respondto-agent_1,0.65,agent_2-putinto-key_5-shelf_4
392,agent_2-get-key_4-world,0.7,agent_2-observe-key_4,0.5,agent_2-observe-landmark_wall_5,0.3,agent_2-observe-world
393,agent_2-observe-world,0.8,agent_2-find-agent_1,0.6,agent_2-find-key_4,0.4,agent_2-na
394,agent_2-find-agent_1,0.7,agent_2-observe-world,0.2,agent_2-find-object,0.1,agent_2-observe-world
395,agent_2-get-item-box_3,0.8,agent_2-open-box_3,0.7,agent_2-find-key_4,0.6,agent_2-observe-world
396,agent_2-observe-world,0.7,agent_2-find-agent_1,0.5,agent_2-find-key_4,0.3,agent_2-observe-world
397,agent_2-observe-world,0.7,agent_2-observe-agent_1,0.2,agent_2-find-key_4,0.1,agent_2-observe-agent_1
398,agent_2-observe-agent_1,0.7,agent_2-observe-world,0.6,agent_2-na,0.2,agent_2-observe-agent_1
399,agent_2-find-key_4,0.5,agent_2-find-box_3,0.3,agent_2-observe-world,0.2,agent_2-observe-agent_1
400,agent_2-find-box_3,0.5,agent_2-observe-world,0.3,agent_2-observe-agent_1,0.2,agent_2-observe-agent_1
401,"agent_2-get-key_4-@-[200,300]",0.6,agent_2-find-na,0.25,agent_2-observe-agent_1,0.15,agent_2-observe-agent_1
402,agent_2-find-chess_3,0.8,agent_2-playwith-chess_3-agent_1,0.6,agent_2-find-box_4,0.5,agent_2-putinto-chess_3-box_4
403,agent_1-get-key_3-box_5,0.9,agent_1-open-box_5,0.8,agent_1-find-box_4,0.6,agent_1-open-box_4
404,agent_1-na,0.85,agent_1-observe-agent_2,0.1,agent_1-observe-cup_4,0.05,agent_1-na
405,agent_1-na,0.7,agent_1-observe-agent_2,0.2,agent_1-greet-agent_2,0.1,agent_1-na
406,agent_1-observe-agent_2,0.6,agent_1-na,0.3,agent_1-observe-box_7,0.1,agent_1-na
407,agent_1-na,0.6,agent_1-respondto-agent_2,0.25,agent_1-observe-agent_2,0.15,agent_1-na
408,agent_1-na,0.95,agent_1-observe-agent_2,0.03,agent_1-observe-banana_6,0.02,agent_1-na
409,agent_1-observe-agent_2,0.5,agent_1-na,0.4,agent_1-observe-banana_6,0.1,agent_1-na
410,agent_1-na,0.7,agent_1-observe-agent_2,0.2,agent_1-respondto-agent_2,0.1,agent_1-na
411,agent_1-na,0.8,agent_1-observe-agent_2,0.15,agent_1-greet-agent_2,0.05,agent_1-na
412,agent_1-na,0.8,agent_1-observe-agent_2,0.15,agent_1-observe-banana_6,0.05,agent_1-na
413,agent_1-respondto-agent_2,0.75,agent_1-observe-banana_6,0.55,agent_1-na,0.4,agent_1-na
414,agent_2-harm-agent_1-observe-world,0.5,agent_2-na,0.4,agent_2-observe-agent_1,0.1,agent_2-harm-agent_1-na
415,agent_2-harm-agent_1-find-na,0.7,agent_2-harm-agent_1-na,0.2,agent_2-na,0.1,agent_2-harm-agent_1-na
416,agent_1-playwith-chess_3-agent_2,0.85,agent_1-requesthelp-agent_2-playwith_chess_3_agent_2,0.65,agent_1-observe-agent_2,0.55,agent_1-playwith-chess_3-agent_2
417,agent_1-playwith-chess_3-agent_2,0.9,agent_1-respondto-agent_2,0.8,agent_1-observe-agent_2,0.6,agent_1-playwith-chess_3-agent_2
418,agent_1-help-agent_2-open-box_5,0.8,agent_1-open-box_5,0.6,agent_1-observe-agent_2,0.5,agent_1-playwith-chess_3-agent_2
419,agent_1-playwith-chess_4-agent_2,0.9,agent_1-help-agent_2-playwith-chess_4-agent_2,0.85,agent_1-respondto-agent_2,0.7,agent_1-playwith-chess_3-agent_2
420,agent_1-respondto-agent_2,0.75,agent_1-na,0.7,agent_1-observe-agent_2,0.55,agent_1-playwith-chess_3-agent_2
421,agent_1-help-agent_2-playwith-chess_4-agent_1,0.9,agent_1-playwith-chess_4-agent_2,0.8,agent_1-respondto-agent_2,0.6,agent_1-playwith-chess_3-agent_2
422,agent_1-playwith-chess_4-agent_2,0.8,agent_1-observe-agent_2,0.7,agent_1-help-agent_2-playwith-chess_4-agent_1,0.6,agent_1-playwith-chess_3-agent_2
423,agent_1-playwith-chess_4-agent_2,0.8,agent_1-help-agent_2-get-chess_4-na,0.65,agent_1-observe-agent_2,0.5,agent_1-playwith-chess_3-agent_2
424,agent_1-playwith-chess_4-agent_2,0.65,agent_1-greet-agent_2,0.2,agent_1-observe-agent_2,0.15,agent_1-find-chess_3
425,agent_1-find-agent_2,0.85,agent_1-help-agent_2-find-na,0.75,agent_1-greet-agent_2,0.65,agent_1-find-key_3
426,agent_1-find-agent_2,0.8,agent_1-find-key_3,0.7,agent_1-observe-agent_2,0.6,agent_1-find-key_3
427,agent_1-help-agent_2-open-box_4,0.8,agent_1-give-key_3-agent_2,0.7,agent_1-open-box_4,0.6,agent_1-find-key_3
428,agent_1-help-agent_2-putinto-key_3-box_4,0.85,agent_1-get-key_3-key_3,0.75,agent_1-give-key_3-agent_2,0.7,agent_1-find-key_3
429,agent_1-get-key_3-key_3,0.9,agent_1-give-key_3-agent_2,0.8,agent_1-open-box_4,0.7,agent_1-find-key_3
430,agent_1-help-agent_2-na,0.9,agent_1-respondto-agent_2,0.85,agent_1-inform-agent_2-key_5,0.7,agent_1-help-agent_2-find-cup_3
431,agent_1-help-agent_2-get-cup_3-box_4,0.9,agent_1-find-box_4,0.75,agent_1-respondto-agent_2,0.6,agent_1-help-agent_2-find-cup_3
432,agent_1-observe-agent_2,0.7,agent_1-help-agent_2-find-cup_3,0.6,agent_1-help-agent_2-open-box_4,0.4,agent_1-help-agent_2-find-cup_3
433,agent_1-respondto-agent_2,0.6,agent_1-na,0.3,agent_1-inform-agent_2-agent_2_has_cup_3,0.1,agent_1-help-agent_2-find-cup_3
434,agent_1-help-agent_2-find-cup_3,0.9,agent_1-respondto-agent_2,0.6,agent_1-help-agent_2-putonto-cup_3-table_6,0.4,agent_1-help-agent_2-find-cup_3
435,agent_1-help-agent_2-putonto-cup_3-table_6,0.7,agent_1-respondto-agent_2,0.6,agent_1-putonto-key_8-table_6,0.5,agent_1-help-agent_2-find-cup_3
436,agent_2-help-agent_1-agent_1-find-na,0.8,agent_2-respondto-agent_1,0.7,agent_2-observe-agent_1,0.6,agent_2-na
437,agent_2-help-agent_1-find-na,0.8,agent_2-respondto-agent_1,0.7,agent_2-find-agent_1,0.6,agent_2-na
438,agent_2-help-agent_1-greet_agent_2,0.85,agent_2-respondto-agent_1,0.75,agent_2-greet-agent_1,0.6,agent_2-na
439,Agent_1-RespondTo-Greet,0.85,Agent_1-Help-Agent_2-Greet,0.75,Agent_1-Na,0.1,agent_2-na
440,agent_2-help-agent_1-get-key_4-me,0.9,agent_2-get-key_4-key_4,0.7,agent_2-find-key_4,0.6,agent_2-na
441,agent_2-help-agent_1-find/open/observe_box_3,0.7,agent_2-get-key_4-agent_1,0.65,agent_2-inform-agent_1-key_4,0.5,agent_2-na
442,"inform, agent_1, key_4",0.8,"get, key_4, key_4",0.75,"help, agent_1, open, box_3",0.7,agent_2-na
443,agent_2-help-agent_1-open-box_3,0.85,agent_2-get-key_4,0.75,agent_2-inform-agent_1-key_4,0.7,agent_2-na
444,agent_2-help-agent_1-open_box_3,0.95,agent_2-give-key_4-agent_1,0.85,agent_2-open-box_3,0.75,agent_2-help-agent_1-na
445,agent_2-find-books_3,0.8,agent_2-get-key_5,0.75,agent_2-observe-key_5,0.65,agent_2-find-books_3
446,agent_2-open-box_4,0.9,agent_2-get-books_3-box_4,0.8,agent_2-find-books_3,0.7,agent_2-find-books_3
447,agent_2-open-box_4,0.9,agent_2-find-books_3,0.6,agent_2-get-books_3-box_4,0.4,agent_2-find-books_3
448,agent_2-inform-agent_1-books_3_found,0.6,agent_2-give-books_3-agent_1,0.3,agent_2-observe-books_3,0.1,agent_2-find-books_3
449,agent_2-observe-books_3,0.75,agent_2-inform-agent_1-books_3,0.7,agent_2-get-books_3,0.65,agent_2-find-books_3
450,agent_2-open-books_3,0.7,agent_2-inform-agent_1-books_3,0.5,agent_2-get-books_3-agent_2,0.4,agent_2-harm-agent_1-na
451,agent_2-harm-agent_1-get-books_3-agent_2,0.9,agent_2-inform-agent_1-agent_1_cannot_get_books_3,0.75,agent_2-harm-agent_1-na,0.6,agent_2-harm-agent_1-get-books_3-box_4
452,agent_2-harm-agent_1-get-books_3,0.9,agent_2-inform-agent_1-agent_2_has_books_3_and_agent_1_cannot_have_them,0.7,agent_2-playwith-books_3-agent_2,0.6,agent_2-agent_1-na-box_4
453,agent_2-harm-agent_1-get-books_3,0.8,agent_2-inform-agent_1-books_3_are_mine,0.15,agent_2-na,0.05,agent_2-agent_1-na-box_4
454,agent_2-help-agent_1-open-box_4,0.85,agent_2-get-key_6-shelf_7,0.75,agent_2-open-box_4,0.65,agent_2-open-shelf_7
455,agent_2-open-box_4,0.9,agent_2-get-key_6-shelf_7,0.8,agent_2-give-key_6-agent_1,0.6,agent_2-open-shelf_7
456,agent_2-open-box_4,0.8,agent_2-inform-agent_1-box_4_is_unlocked,0.6,agent_2-give-key_6-agent_1,0.5,agent_2-open-box_4
457,agent_2-observe-box_8,0.75,agent_2-find-box_4,0.6,agent_2-find-banana_3,0.5,agent_2-open-box_4
458,agent_2-get-banana_3-box_4,0.8,agent_2-help-agent_1-get-banana_3-box_4,0.75,agent_2-give-banana_3-agent_1,0.7,agent_2-open-box_4
459,agent_2-give-banana_3-agent_1,0.75,agent_2-find-agent_1,0.65,agent_2-inform-agent_1-banana_3,0.55,agent_2-observe-world
460,agent_2-respondto'/'greet-agent_1,0.8,agent_2-na,0.15,agent_2-find'/'open'/'observe-agent_1,0.05,agent_2-putinto-books_3-shelf_4
461,agent_2-requesthelp-agent_1-putinto_books_3_shelf_4,0.6,agent_2-inform-agent_1-goal_putinto_books3_shelf4,0.3,agent_2-respondto-agent_1,0.1,agent_2-putinto-books_3-shelf_4
462,agent_2-putinto-books_3-shelf_4,0.8,agent_2-requesthelp-agent_1-putinto-books_3-shelf_4,0.65,agent_2-find-shelf_4,0.55,agent_2-putinto-books_3-shelf_4
463,agent_2-requesthelp-agent_1-get-key_6-shelf_4,0.85,agent_2-get-key_6-shelf_4,0.75,agent_2-putinto-books_3-shelf_4,0.65,agent_2-putinto-books_3-shelf_4
464,agent_2-requesthelp-agent_1-putinto-books_3-shelf_4,0.75,agent_2-putinto-books_3-shelf_4,0.6,agent_2-find-books_3,0.2,agent_2-putinto-books_3-shelf_4
465,agent_2-inform-agent_1-books_3,0.85,agent_2-putinto-books_3-shelf_4,0.8,agent_2-get-books_3-box_5,0.6,agent_2-putinto-books_3-shelf_4
466,agent_2-putinto-books_3-shelf_4,0.9,agent_2-get-books_3-box_5,0.75,agent_2-observe-agent_1,0.6,agent_2-putinto-books_3-shelf_4
467,agent_2-requesthelp-agent_1-open-box_5,0.8,agent_2-putinto-books_3-shelf_4,0.7,agent_2-get-books_3-box_5,0.6,agent_2-putinto-books_3-shelf_4
468,agent_2-requesthelp-agent_1-get-books_3-box_5,0.85,agent_2-putinto-books_3-shelf_4,0.75,agent_2-requesthelp-agent_1-open-box_5,0.7,agent_2-putinto-books_3-shelf_4
469,agent_2-requesthelp-agent_1-open-box_5,0.85,agent_2-putinto-books_3-shelf_4,0.75,agent_2-requesthelp-agent_1-get-books_3-box_5,0.7,agent_2-putinto-books_3-shelf_4
470,agent_1-greet-agent_2,0.6,agent_1-na,0.3,agent_1-observe-agent_2,0.1,agent_1-playwith-chess_6-agent_2
471,agent_1-requesthelp-agent_2-open-box_4,0.6,agent_1-find-cup_3,0.25,agent_1-playwith-chess_6-agent_2,0.15,agent_1-playwith-chess_6-agent_2
472,agent_1-requesthelp-agent_2-playwith-chess_6-agent_2,0.8,agent_1-playwith-chess_6-agent_2,0.6,agent_1-inform-agent_2-playwith-chess_6-agent_2,0.5,agent_1-playwith-chess_6-agent_2
473,agent_1-playwith-chess_6-agent_2,0.75,agent_1-requesthelp-agent_2-playwith-chess_6-agent_2,0.65,agent_1-inform-agent_2-intenttoplaychess,0.55,agent_1-playwith-chess_6-agent_2
474,agent_1-help-agent_2-find-na,0.7,agent_1-playwith-chess_6-agent_2,0.5,agent_1-observe-box_4,0.4,agent_1-playwith-chess_6-agent_2
475,agent_1-give-cup_3-agent_2,0.8,agent_1-respondto-agent_2,0.7,agent_1-playwith-chess_6-agent_2,0.5,agent_1-playwith-chess_6-agent_2
476,agent_1-help-agent_2-give-cup_3-agent_1,0.6,agent_1-get-cup_3-agent_2,0.3,agent_1-respondto-agent_2,0.1,agent_1-playwith-chess_6-agent_2
477,agent_1-putinto-cup_3-box_7,0.6,agent_1-get-cup_3-agent_2,0.3,agent_1-playwith-chess_6-agent_2,0.1,agent_1-playwith-chess_6-agent_2
478,agent_1-inform-agent_2-myintenttoplaychess_6withagent_2,0.7,agent_1-playwith-chess_6-agent_2,0.6,agent_1-respondto-agent_2,0.5,agent_1-playwith-chess_6-agent_2
479,agent_1-respondto-agent_2,0.7,agent_1-help-agent_2-open-box_7,0.6,agent_1-observe-agent_2,0.4,agent_1-requesthelp-agent_2-get-chess_6-box_7
480,agent_2-requesthelp-agent_1-open-shelf_4,0.8,agent_2-inform-agent_1-plantoopenshelf_4,0.6,agent_2-requesthelp-agent_1-get-key_3,0.5,agent_2-open-shelf_4
481,agent_2-requesthelp-agent_1-agent_2-open-shelf_4,0.8,agent_2-inform-agent_1-shelf_4_goal,0.7,agent_2-get-key_3-agent_1,0.5,agent_2-open-shelf_4
482,agent_2-requesthelp-agent_1-open-shelf_4,0.9,agent_2-open-shelf_4,0.8,agent_2-inform-agent_1-open-shelf_4,0.7,agent_2-open-shelf_4
483,agent_2-respondto-agent_1,0.85,agent_2-observe-shelf_4,0.7,agent_2-na,0.4,agent_2-open-shelf_4
484,agent_2-help-agent_1-putinto-key_3-box_5,0.75,agent_2-observe-shelf_4,0.6,agent_2-open-box_5,0.45,agent_2-open-shelf_4
485,agent_2-requesthelp-agent_1-open-box_5,0.85,agent_2-respondto-agent_1,0.8,agent_2-inform-agent_1-interest_box_5,0.75,agent_2-open-shelf_4
486,agent_2-find-agent_1,0.7,agent_2-find-object,0.6,agent_2-find-na,0.4,agent_2-find-banana_3
487,agent_2-get-banana_3-agent_1,0.8,agent_2-requesthelp-agent_1-agent_2-get-banana_3-agent_1,0.7,agent_2-observe-agent_1,0.5,agent_2-find-banana_3
488,agent_2-inform-agent_1-dumbbell_6,0.9,agent_2-help-agent_1-find-dumbbell_6,0.85,agent_2-greet-agent_1,0.7,agent_2-help-agent_1-find-dumbbell_6
489,agent_2-inform-agent_1-dumbbell_6,0.7,agent_2-give-dumbbell_6-agent_1,0.6,agent_2-help-agent_1-find-dumbbell_6,0.5,agent_2-help-agent_1-find-dumbbell_6
490,agent_2-help-agent_1-find-dumbbell_6,0.85,agent_2-get-dumbbell_6,0.65,agent_2-find-agent_1,0.45,agent_2-help-agent_1-find-dumbbell_6
491,agent_2-help-agent_1-find-dumbbell_6,0.9,agent_2-give-dumbbell_6-agent_1,0.8,agent_2-help-agent_1-get-dumbbell_6-agent_1,0.65,agent_2-help-agent_1-find-dumbbell_6
492,agent_2-help-agent_1-open-box_5,0.8,agent_2-give-dumbbell_6-agent_1,0.7,agent_2-respondto-agent_1,0.6,agent_2-help-agent_1-find-dumbbell_6
493,agent_2-putonto-dumbbell_6-box_5,0.8,agent_2-give-dumbbell_6-agent_1,0.7,agent_2-inform-agent_1-have_dumbbell_6,0.5,agent_2-help-agent_1-find-dumbbell_6
494,agent_2-help-agent_1-putonto-dumbbell_6-table_4,0.95,agent_2-give-dumbbell_6-agent_1,0.9,agent_2-putonto-dumbbell_6-table_4,0.6,agent_2-help-agent_1-find-dumbbell_6
495,agent_2-help-agent_1-putonto-dumbbell_6-table_4,0.8,agent_2-respondto-agent_1,0.75,agent_2-observe-agent_1,0.7,agent_2-help-agent_1-find-dumbbell_6
496,agent_2-help-agent_1-get-dumbbell_6,0.8,agent_2-help-agent_1-find-dumbbell_6,0.7,agent_2-give-dumbbell_6-agent_1,0.6,agent_2-help-agent_1-find-dumbbell_6
497,agent_1-inform-agent_2-banana_3,0.7,agent_1-get-banana_3-box_4,0.5,agent_1-give-banana_3-agent_2,0.3,agent_1-get-banana_3-na
498,agent_1-get-banana_3-na,0.9,agent_1-observe-banana_3,0.06,agent_1-na,0.04,agent_1-get-banana_3-box_4
499,agent_1-greet-agent_2,0.8,agent_1-inform-agent_2-absence_of_dumbbell_6_and_table_4,0.7,agent_1-observe-agent_2,0.5,agent_1-putonto-cup_3-table_4
500,agent_1-requesthelp-agent_2-putonto-cup_3-table_4,0.7,agent_1-putonto-cup_3-table_4,0.6,agent_1-respondto-agent_2,0.5,agent_1-putonto-cup_3-table_4
501,agent_1-respondto-agent_2,0.85,agent_1-inform-agent_2-putonto-cup_3-table_4,0.65,agent_1-requesthelp-agent_2-putonto-cup_3-table_4,0.5,agent_1-putonto-cup_3-table_4
502,agent_1-observe-dumbbell_6,0.8,agent_1-requesthelp-agent_2-putonto-cup_3-table_4,0.75,agent_1-inform-agent_2-putonto-cup_3-table_4,0.65,agent_1-putonto-cup_3-table_4
503,agent_1-requesthelp-agent_2-putonto-cup_3-table_4,0.6,agent_1-inform-agent_2-mygoalisputcupontable,0.3,agent_1-find-cup_3,0.1,agent_1-putonto-cup_3-table_4
504,agent_1-help-agent_2-putinto-dumbbell_6-box_5,0.7,agent_1-requesthelp-agent_2-putonto-cup_3-table_4,0.2,agent_1-putonto-cup_3-table_4,0.05,agent_1-requesthelp-agent_2-get-cup_3-table_4
505,agent_1-na,0.5,agent_1-inform-agent_2-myintentistoputcupontable,0.3,agent_1-putonto-cup_3-table_4,0.2,agent_1-putonto-cup_3-table_4
506,agent_1-respondto-agent_2,0.5,agent_1-na,0.3,agent_1-putonto-cup_3-table_4,0.2,agent_1-putonto-cup_3-table_4
507,agent_1-inform-agent_2-putonto-cup_3-table_4,0.7,agent_1-respondto-agent_2,0.6,agent_1-requesthelp-agent_2-putonto-cup_3-table_4,0.4,agent_1-putonto-cup_3-table_4
508,agent_1-requesthelp-agent_2-putonto-cup_3-table_4,0.6,agent_1-requesthelp-agent_2-get-cup_3-box_5,0.3,agent_1-inform-agent_2-mygoalistoputcup3ontable4,0.1,agent_1-putonto-cup_3-table_4
509,"agent_1-requesthelp-agent_2-['give', 'books_6', 'agent_2']",0.85,agent_1-give-books_6-agent_2,0.7,agent_1-inform-agent_2-['my intention is agent_1-give-books_6-agent_2'],0.6,agent_1-give-books_6-agent_2
510,agent_1-give-books_6-agent_2,0.9,agent_1-help-agent_2-get-books_6-box_7,0.7,agent_1-inform-agent_2-my_intention_to_give_books_6,0.4,agent_1-give-books_6-agent_2
511,agent_1-inform-agent_2-give-books_6-agent_2,0.7,agent_1-give-books_6-agent_2,0.6,agent_1-observe-agent_2,0.4,agent_1-give-books_6-agent_2
512,agent_1-find-agent_2,0.9,agent_1-give-books_6-agent_2,0.8,agent_1-inform-agent_2-i have books_6,0.6,agent_1-give-books_6-agent_2
513,agent_1-give-books_6-agent_2,0.85,agent_1-inform-agent_2-i_have_books_6_for_you,0.55,"agent_1-requesthelp-agent_2-[get,books_6,agent_1]",0.3,agent_1-give-books_6-agent_2
514,agent_1-find-agent_2,0.8,agent_1-give-books_6-agent_2,0.6,agent_1-respondto-agent_2,0.5,agent_1-give-books_6-agent_2
515,agent_1-inform-agent_2-books_6_location,0.75,agent_1-give-books_6-agent_2,0.65,agent_1-find-agent_2,0.55,agent_1-give-books_6-agent_2
516,agent_1-give-books_6-agent_2,0.8,agent_1-inform-agent_2-books_6,0.7,agent_1-find-agent_2,0.6,agent_1-give-books_6-agent_2
517,agent_1-give-books_6-agent_2,0.85,agent_1-inform-agent_2-books_6,0.7,agent_1-requesthelp-agent_2-get-books_6-current_location_of_books_6,0.6,agent_1-give-books_6-agent_2
518,agent_1-respondto-agent_2,0.7,agent_1-na,0.2,agent_1-observe-agent_2,0.1,agent_1-putonto-books_3-table_4
519,agent_1-putonto-books_3-table_4,0.9,agent_1-respondto-agent_2,0.7,agent_1-open-box_5,0.65,agent_1-putonto-books_3-table_4
520,agent_1-respondto-agent_2,0.6,agent_1-putonto-books_3-table_4,0.3,agent_1-inform-agent_2-my current goal is to put books_3 onto table_4,0.1,agent_1-putonto-books_3-table_4
521,agent_1-inform-agent_2-im_busy,0.6,agent_1-putonto-books_3-table_4,0.3,agent_1-respondto-agent_2,0.1,agent_1-putonto-books_3-table_4
522,agent_1-putonto-books_3-table_4,0.85,agent_1-get-books_3-box_5,0.7,agent_1-respondto-agent_2,0.2,agent_1-putonto-books_3-table_4
523,agent_1-putonto-books_3-table_4,0.9,agent_1-respondto-agent_2,0.6,agent_1-harm-agent_2-get-books_3,0.5,agent_1-putonto-books_3-table_4
524,agent_1-putonto-books_3-table_4,0.9,agent_1-respondto-agent_2,0.75,agent_1-inform-agent_2-books_3,0.6,agent_1-putonto-books_3-table_4
525,agent_1-putonto-books_3-table_4,0.9,agent_1-respondto-agent_2,0.6,agent_1-inform-agent_2-putting books on table,0.4,agent_1-observe-agent_2
526,agent_1-harm-agent_2-get-banana_7-table_4,0.75,agent_1-putonto-books_3-table_4,0.65,agent_1-find-banana_7,0.4,agent_1-putonto-books_3-table_4
527,agent_1-putonto-books_3-table_4,0.8,agent_1-putinto-books_3-box_5,0.5,agent_1-observe-agent_2,0.3,agent_1-putonto-books_3-table_4
528,"agent_2-requesthelp-agent_1-['get', 'banana_6', 'table_4']",0.75,agent_2-respondto'/'greet-agent_1,0.65,"agent_2-requesthelp-agent_1-['find'/'open'/'observe', 'box_5']",0.55,agent_2-putonto-key_3-table_4
529,agent_2-putonto-key_3-table_4,0.85,agent_2-respondto-agent_1,0.75,agent_2-inform-agent_1-putonto-key_3-table_4,0.6,agent_2-putonto-key_3-table_4
530,agent_2-respondto-agent_1,0.8,agent_2-na,0.7,agent_2-observe-agent_1,0.6,agent_2-putonto-key_3-table_4
531,"agent_2-inform-agent_1-['putonto', 'key_3', 'table_4']",0.7,"agent_2-requesthelp-agent_1-['putonto', 'key_3', 'table_4']",0.5,agent_2-na,0.3,agent_2-putinto-key_3-box_5
532,agent_1-open-box_4,0.6,agent_1-find-key_for_box_4,0.3,agent_1-get-box_4,0.1,agent_1-give-cup_3-agent_2
533,agent_1-get-key_5,0.8,agent_1-respondto-agent_2,0.6,agent_1-find-box_4,0.5,agent_1-give-cup_3-agent_2
534,agent_1-get-cup_3-box_4,0.9,agent_1-open-box_4,0.8,agent_1-find-cup_3,0.7,agent_1-give-cup_3-agent_2
535,agent_1-give-cup_3-agent_2,0.9,agent_1-get-cup_3-box_4,0.8,agent_1-observe-agent_2,0.4,agent_1-give-cup_3-agent_2
536,agent_1-give-cup_3-agent_2,0.9,agent_1-get-cup_3-box_4,0.75,agent_1-help-agent_2-get-cup_3-box_4,0.65,agent_1-give-cup_3-agent_2
