tested_ids,most_possible_intention,most_possible_intention_cf,second_possible_intention,second_possible_intention_cf,third_possible_intention,third_possible_intention_cf,ground_truth_intention
199,Give-books_3-agent_1,0.9,RespondTo-agent_1,0.5,Give-books_3-agent_1,0.1,agent_2-get-books_3-table_5
200,RequestHelp-agent_2-PutInto-shelf_8-books_3,0.9,Observe-banana_9,0.5,Harm-agent_2-Open-banana_9,0.1,agent_2-get-books_3-table_5
201,Get-shelf_4,0.9,Give-key_3-agent_1,0.5,PlayWith-key_8-agent_1,0.1,agent_2-give-timer_5-agent_1
202,PlayWith-box_6-agent_1,0.9,PlayWith-timer_5-agent_1,0.5,Inform-agent_1-timer_5,0.1,agent_2-give-timer_5-agent_1
203,Open-timer_5,0.9,PlayWith-timer_5-agent_1,0.5,PutOnto-key_3-key_3,0.1,agent_2-give-timer_5-agent_1
204,Get-key_8,0.9,PutInto-key_3-timer_5,0.5,PlayWith-box_6-agent_1,0.1,agent_2-give-timer_5-agent_1
205,Find-agent_1,0.9,Give-key_3-agent_1,0.5,Observe-key_3,0.1,agent_2-give-timer_5-agent_1
206,Give-key_3-agent_1,0.9,PlayWith-timer_5-agent_1,0.5,PlayWith-shelf_4-agent_1,0.1,agent_2-give-timer_5-agent_1
207,PutInto-table_7-table_7,0.9,Help-agent_1-PutOnto-table_7-table_7,0.5,Give-table_7-agent_2,0.1,agent_1-help-agent_2-na
208,Find-table_7,0.9,Help-agent_1-Give-chess_4-agent_2,0.5,PutOnto-chess_4-chess_4,0.1,agent_1-get-cup_3-na
209,Open-table_7,0.9,Help-agent_1-Inform-agent_2-table_7,0.5,Give-chess_4-agent_2,0.1,agent_1-get-cup_3-na
210,RequestHelp-agent_1-Give-chess_4-agent_2,0.9,Give-table_7-agent_2,0.5,RequestHelp-agent_1-Give-table_7-agent_2,0.1,agent_1-get-cup_3-na
211,Observe-table_7,0.9,PutInto-table_7-chess_4,0.5,PlayWith-table_7-agent_2,0.1,agent_1-get-cup_3-na
212,Harm-agent_1-Open-table_7,0.9,PutOnto-chess_4-table_7,0.5,Find-chess_4,0.1,agent_1-find-cup_3
213,PutInto-table_7-chess_4,0.9,PutInto-table_7-table_7,0.5,Open-table_7,0.1,agent_1-find-cup_3
214,PlayWith-chess_4-agent_2,0.9,PlayWith-table_7-agent_2,0.5,Observe-table_7,0.1,agent_1-observe-agent_2
215,Find-agent_2,0.9,Observe-key_5,0.5,Harm-agent_1-Inform-agent_2-box_4,0.1,agent_1-find-chess_3
216,Harm-agent_1-PlayWith-key_5-agent_2,0.9,Harm-agent_1-RespondTo-agent_2,0.5,Greet-agent_2,0.1,agent_1-requesthelp-agent_2-get-key_5-agent_2
217,Observe-key_5,0.9,Observe-agent_2,0.5,Observe-agent_2,0.1,agent_1-respondto-agent_2
218,RequestHelp-agent_1-PlayWith-key_5-agent_2,0.9,Greet-agent_2,0.5,Help-agent_1-Inform-agent_2-key_5,0.1,agent_1-requesthelp-agent_2-open-box_4
219,PutOnto-key_5-chess_3,0.9,Find-agent_2,0.5,Help-agent_1-Open-box_4,0.1,agent_1-find-chess_3
220,Give-key_5-agent_2,0.9,Get-box_4,0.5,RespondTo-agent_2,0.1,agent_1-find-chess_3
221,Open-chess_3,0.9,Help-agent_1-Give-key_5-agent_2,0.5,Find-box_4,0.1,agent_1-find-chess_3
222,Greet,0.9,Give-table_7,0.5,RequestHelp-agent_1-Inform-table_7,0.1,agent_1-find-cup_3
223,Get-cup_3,0.9,PutInto-cup_3-cup_3,0.5,RespondTo-agent_2,0.1,agent_1-get-cup_3-agent_2
224,RequestHelp-agent_1-Give-cup_3-agent_2,0.9,PutOnto-cup_3-table_7,0.5,Observe-cup_3,0.1,agent_1-get-cup_3-agent_2
225,Harm-agent_1-Get-cup_3,0.9,Inform-agent_2-cup_3,0.5,Harm-agent_1-Open-cup_3,0.1,agent_1-find-cup_3
226,Inform-agent_1-box_3,0.9,RequestHelp-agent_2-Observe-box_3,0.5,Open-box_3,0.1,agent_2-help-agent_1-find-key_4
227,Get-key_4,0.9,PutInto-key_4-box_3,0.5,Inform-agent_1-box_3,0.1,agent_2-help-agent_1-find-key_4
228,Observe-key_4,0.9,Observe-box_3,0.5,Open-box_3,0.1,agent_2-help-agent_1-find-key_4
229,PutInto-box_3-box_3,0.9,Greet-agent_1,0.5,Observe-agent_1,0.1,agent_2-help-agent_1-find-key_4
230,Give-box_3-agent_1,0.9,Harm-agent_2-PutOnto-key_4-box_3,0.5,RequestHelp-agent_2-Greet-agent_1,0.1,agent_2-help-agent_1-open-box_3
231,Inform-agent_1-key_4,0.9,Open-box_3,0.5,Greet-agent_1,0.1,agent_2-help-agent_1-open-box_3
232,RespondTo-agent_1,0.9,RequestHelp-agent_2-Greet-agent_1,0.5,PlayWith-box_3-agent_1,0.1,agent_2-help-agent_1-open-box_3
233,Inform-key_3,0.9,Observe-key_3,0.5,Harm-agent_1-Greet,0.1,agent_1-open-shelf_4
234,Help-agent_1-Observe-box_5,0.9,RespondTo-agent_2,0.5,Find-box_6,0.1,agent_1-find-key_3
235,Harm-agent_1-Find-box_4,0.9,Help-agent_1-PlayWith-box_6-agent_2,0.5,Find-box_4,0.1,agent_1-get-key_3-agent_2
236,PutInto-key_3-box_5,0.9,Give-box_6-agent_2,0.5,RequestHelp-agent_1-PlayWith-box_6-agent_2,0.1,agent_1-get-key_3-agent_2
237,Harm-agent_1-RespondTo-agent_2,0.9,Inform-agent_2-key_3,0.5,Give-box_4-agent_2,0.1,agent_1-get-key_3-agent_2
238,RespondTo-agent_2,0.9,Greet-agent_2,0.5,Inform-agent_2-key_3,0.1,agent_1-get-key_3-na
239,Observe-world,0.9,PutOnto-box_5-box_5,0.5,RespondTo,0.1,agent_2-help-agent_1-get-books_3-shelf_4
240,RequestHelp-agent_2-Greet-agent_1,0.9,PlayWith-shelf_4-agent_1,0.5,PutInto-chess_6-box_5,0.1,agent_2-greet-agent_1
241,Give-box_6-agent_1,0.9,Harm-agent_2-PlayWith-box_6-agent_1,0.5,Inform-agent_1-key_5,0.1,agent_2-find-key_5
242,Get-key_5,0.9,Inform-agent_1-cup_3,0.5,Greet-agent_1,0.1,agent_2-find-cup_3
243,Harm-agent_2-Get-cup_3,0.9,Give-key_5-agent_1,0.5,Help-agent_2-Greet-agent_1,0.1,agent_2-find-cup_3
244,RequestHelp-agent_1-Inform,0.9,Open,0.5,RespondTo,0.1,agent_1-find-cup_3
245,PutOnto-chess_4-cup_3,0.9,PutOnto-banana_6-chess_4,0.5,Harm-agent_1-Open-banana_6,0.1,agent_1-observe-world
246,Inform-agent_2-chess_4,0.9,Inform-agent_2-chess_4,0.5,Give-table_7-agent_2,0.1,agent_1-find-cup_3
247,PutOnto-cup_3-chess_4,0.9,RequestHelp-agent_1-Open-cup_3,0.5,RequestHelp-agent_1-Get-chess_4,0.1,agent_1-find-cup_3
248,Get-chess_4,0.9,Give-banana_6-agent_2,0.5,Give-chess_4-agent_2,0.1,agent_1-find-cup_3
249,Help-agent_1-RespondTo,0.9,Open-box_5,0.5,PutOnto-box_5-box_5,0.1,agent_1-putonto-timer_3-table_4
250,PlayWith-box_5,0.9,RequestHelp-agent_1-PutOnto-box_5-box_5,0.5,Observe-box_5,0.1,agent_1-putonto-timer_3-table_4
251,Open-key_6,0.9,Help-agent_1-PlayWith-key_6-agent_2,0.5,Help-agent_1-PutInto-key_6-box_5,0.1,agent_1-putonto-timer_3-table_4
252,Inform-agent_2-key_6,0.9,Greet-agent_2,0.5,Help-agent_1-Observe-agent_2,0.1,agent_1-putonto-timer_3-table_4
253,Give-key_6-agent_2,0.9,PutInto-key_6-key_6,0.5,Give-key_6-agent_2,0.1,agent_1-putonto-timer_3-table_4
254,PutOnto-key_6-box_5,0.9,Help-agent_1-RespondTo-agent_2,0.5,Greet-agent_2,0.1,agent_1-putonto-timer_3-table_4
255,Help-agent_1-Greet-agent_2,0.9,Give-timer_3-agent_2,0.5,Open-box_5,0.1,agent_1-putonto-timer_3-table_4
256,Get-banana_6,0.9,PutInto-box_5-box_5,0.5,Observe-banana_6,0.1,agent_1-find-key_3
257,Greet-agent_2,0.9,Harm-agent_1-Observe-banana_6,0.5,Open-key_3,0.1,agent_1-requesthelp-agent_2-get-key_3-box_4
258,Get-key_3,0.9,PlayWith-banana_6-agent_2,0.5,Help-agent_1-PutInto-banana_6-banana_6,0.1,agent_1-requesthelp-agent_2-get-key_3-box_4
259,Inform-agent_2-box_5,0.9,Open-key_3,0.5,Harm-agent_1-Get-key_3,0.1,agent_1-requesthelp-agent_2-open-box_4
260,Get-box_5,0.9,RespondTo-agent_2,0.5,PutOnto-box_5-banana_6,0.1,agent_1-requesthelp-agent_2-open-box_4
261,Help-agent_1-PutOnto-banana_6-box_5,0.9,PlayWith-box_5-agent_2,0.5,PutOnto-banana_6-box_5,0.1,agent_1-requesthelp-agent_2-open-box_4
262,Give-banana_6-agent_2,0.9,Get-box_5,0.5,Find-box_5,0.1,agent_1-open-box_4
263,PlayWith-box_5,0.9,Greet,0.5,PlayWith-box_5,0.1,agent_2-na
264,PutInto-box_5-key_3,0.9,Get-box_4,0.5,Inform-agent_1-box_4,0.1,agent_2-na
265,Open-box_4,0.9,Get-key_3,0.5,PutInto-box_5-box_6,0.1,agent_2-get-key_3-box_4
266,Find-box_5,0.9,PlayWith-box_4-agent_1,0.5,RequestHelp-agent_2-PlayWith-key_3-agent_1,0.1,agent_2-help-agent_1-get-key_3-na
267,Get-box_4,0.9,Greet-agent_1,0.5,Find-box_4,0.1,agent_2-help-agent_1-get-key_3-na
268,Observe-cup_4,0.9,RequestHelp-agent_1-Get-cup_4,0.5,Inform-cup_4,0.1,agent_1-putonto-cup_4-table_3
269,Find-box_7,0.9,RespondTo-agent_2,0.5,Harm-agent_1-Get-table_3,0.1,agent_1-putonto-cup_4-table_3
270,Give-banana_6-agent_2,0.9,Give-box_7-agent_2,0.5,RespondTo-agent_2,0.1,agent_1-putonto-cup_4-table_3
271,RequestHelp-agent_1-Greet-agent_2,0.9,Help-agent_1-RespondTo-agent_2,0.5,PlayWith-chess_5-agent_2,0.1,agent_1-putonto-cup_4-table_3
272,PutOnto-banana_6-table_3,0.9,Open-table_3,0.5,Find-box_7,0.1,agent_1-putonto-cup_4-table_3
273,Give-key_4-agent_2,0.9,RespondTo-agent_2,0.5,Greet-agent_2,0.1,agent_1-open-box_5
274,PlayWith,0.9,Get,0.5,Get,0.1,agent_2-find-key_3
275,Observe-world,0.9,Get,0.5,PlayWith-agent_1,0.1,agent_2-requesthelp-agent_1-get-key_3-na
276,Inform-agent_1-box_6,0.9,Find-key_3,0.5,PutOnto-box_4-chess_5,0.1,agent_2-help-agent_1-get-key_3-na
277,Observe-key_3,0.9,Inform-agent_1-key_3,0.5,Find-box_4,0.1,agent_2-help-agent_1-get-key_3-na
278,PutInto-box_4-key_3,0.9,PutInto-key_3-box_4,0.5,Give-box_4-agent_1,0.1,agent_2-give-key_3-agent_1
279,Inform-agent_1-key_3,0.9,PutInto-chess_5-box_4,0.5,Get-box_4,0.1,agent_2-give-key_3-agent_1
280,Open-chess_3,0.9,Find-agent_1,0.5,Get-chess_3,0.1,agent_2-help-agent_1-find-na
281,Open-chess_3,0.9,Give-chess_3-agent_1,0.5,PlayWith-chess_3-agent_1,0.1,agent_2-playwith-chess_3-agent_1
282,PlayWith-box_6,0.9,Find-box_6,0.5,Give-box_6,0.1,agent_2-putinto-chess_4-box_5
283,Give-chess_4,0.9,RequestHelp-agent_2-Get-box_6,0.5,Help-agent_2-PutInto-box_6-chess_4,0.1,agent_2-putinto-chess_4-box_5
284,PutOnto-chess_4-box_5,0.9,RespondTo-agent_1,0.5,Get-box_6,0.1,agent_2-putinto-chess_4-box_5
285,PlayWith-box_6-agent_1,0.9,PutOnto-box_6-chess_4,0.5,Help-agent_2-Greet-agent_1,0.1,agent_2-putinto-chess_4-box_5
286,Help-agent_2-Greet-agent_1,0.9,Help-agent_2-RespondTo-agent_1,0.5,Give-chess_4-agent_1,0.1,agent_2-putinto-chess_4-box_5
287,Find-box_5,0.9,PutOnto-box_6-chess_3,0.5,Get-chess_3,0.1,agent_2-putinto-chess_4-box_5
288,Harm-agent_1-Inform-cup_3,0.9,Help-agent_1-RespondTo,0.5,Inform-cup_3,0.1,agent_1-get-cup_3-na
289,Harm-agent_1-Inform-cup_3,0.9,Observe-table_7,0.5,Find-chess_4,0.1,agent_1-get-cup_3-na
290,Open-box_5,0.9,Harm-agent_1-Get-box_5,0.5,Open-box_5,0.1,agent_1-find-chess_3
291,RespondTo-agent_2,0.9,Observe-box_5,0.5,Inform-agent_2-chess_3,0.1,agent_1-find-na
292,Help-agent_1-PlayWith-chess_3-agent_2,0.9,Inform-agent_2-chess_3,0.5,Open-box_5,0.1,agent_1-na
293,Inform-agent_2-chess_3,0.9,Open-chess_3,0.5,Open-chess_3,0.1,agent_1-find-na
294,Open-chess_3,0.9,Inform-agent_2-chess_4,0.5,PlayWith-box_6-agent_2,0.1,agent_1-find-na
295,Get-chess_3,0.9,PlayWith-chess_3-agent_2,0.5,Harm-agent_1-PlayWith-chess_3-agent_2,0.1,agent_1-find-na
296,Greet-agent_2,0.9,Harm-agent_1-PlayWith-box_6-agent_2,0.5,Greet-agent_2,0.1,agent_1-find-chess_4
297,Harm-agent_2-Observe-world,0.9,Find-banana_6,0.5,Get-cup_3,0.1,agent_2-observe-world
298,PlayWith-cup_3-agent_1,0.9,Give-cup_3-agent_1,0.5,PutOnto-cup_3-cup_3,0.1,agent_2-observe-agent_1
299,Observe-agent_1,0.9,Inform-agent_1-banana_6,0.5,RespondTo-agent_1,0.1,agent_2-help-agent_1-get-cup_3-me
300,PutInto-chess_4-cup_3,0.9,Find-agent_1,0.5,Harm-agent_2-Inform-agent_1-cup_3,0.1,agent_2-help-agent_1-get-cup_3-me
301,Inform-agent_1-cup_3,0.9,Open-cup_3,0.5,Harm-agent_2-RespondTo-agent_1,0.1,agent_2-help-agent_1-get-cup_3-me
302,PutInto-cup_3-cup_3,0.9,Open-cup_3,0.5,RespondTo-agent_1,0.1,agent_2-help-agent_1-get-cup_3-me
303,Open-cup_3,0.9,Observe-agent_1,0.5,Get-chess_4,0.1,agent_2-help-agent_1-get-cup_3-me
304,PutOnto-chess_3-chess_3,0.9,Find-agent_2,0.5,PlayWith-chess_3-agent_2,0.1,agent_1-playwith-chess_3-agent_2
305,Give-chess_3-agent_2,0.9,PutInto-chess_3-chess_3,0.5,Find-chess_3,0.1,agent_1-observe-agent_2
306,Help-agent_1-Give-chess_3-agent_2,0.9,Help-agent_1-Observe-agent_2,0.5,PlayWith-chess_3-agent_2,0.1,agent_1-inform-agent_2-chess_3
307,Observe-chess_3,0.9,Harm-agent_1-Give-chess_3-agent_2,0.5,RespondTo-agent_2,0.1,agent_1-help-agent_2-find-chess_3
308,Give-chess_3-agent_2,0.9,RequestHelp-agent_1-Find-chess_3,0.5,Find-chess_3,0.1,agent_1-playwith-chess_3-agent_2
309,PutInto-chess_3-chess_3,0.9,PlayWith-chess_3-agent_2,0.5,Get-chess_3,0.1,agent_1-give-chess_3-agent_2
310,Harm-agent_1-Inform-agent_2-chess_3,0.9,PlayWith-chess_3-agent_2,0.5,Greet-agent_2,0.1,agent_1-playwith-chess_3-agent_2
311,Get,0.9,Harm-agent_2-PutInto,0.5,PutInto,0.1,agent_2-na
312,Observe-table_3,0.9,Help-agent_2-PutInto-table_3-table_3,0.5,RequestHelp-agent_2-Give-table_3,0.1,agent_2-observe-world
313,Inform-agent_1-cup_4,0.9,PutInto-table_3-cup_4,0.5,Help-agent_2-Observe-table_3,0.1,agent_2-na
314,Give-table_3-agent_1,0.9,PutOnto-cup_4-table_3,0.5,RequestHelp-agent_2-Inform-agent_1-cup_4,0.1,agent_2-na
315,Harm-agent_2-Find-table_3,0.9,Get-table_3,0.5,Help-agent_2-Greet-agent_1,0.1,agent_2-na
316,RespondTo,0.9,Harm-agent_1-Find-chess_3,0.5,Find-chess_3,0.1,agent_1-playwith-chess_3-agent_2
317,PlayWith-chess_3,0.9,RespondTo,0.5,PutOnto-chess_3-chess_3,0.1,agent_1-playwith-chess_3-agent_2
318,Inform-agent_2-chess_3,0.9,RequestHelp-agent_1-PutOnto-chess_3-chess_3,0.5,Inform-agent_2-chess_3,0.1,agent_1-playwith-chess_3-agent_2
319,Observe-chess_3,0.9,Get-chess_3,0.5,RequestHelp-agent_1-Get-chess_3,0.1,agent_1-playwith-chess_3-agent_2
320,Greet,0.9,PutInto-chess_3-chess_3,0.5,RespondTo,0.1,agent_1-playwith-chess_3-agent_2
321,Observe-chess_3,0.9,Give-chess_3,0.5,PutInto-chess_3-chess_3,0.1,agent_1-playwith-chess_3-agent_2
322,Open-chess_3,0.9,RespondTo,0.5,Find-chess_3,0.1,agent_1-playwith-chess_3-agent_2
323,Find-chess_3,0.9,Harm-agent_1-Open-chess_3,0.5,PutOnto-chess_3-chess_3,0.1,agent_1-playwith-chess_3-agent_2
324,Find-chess_3,0.9,Give-chess_3,0.5,RespondTo,0.1,agent_1-playwith-chess_3-agent_2
325,RequestHelp-agent_1-Find-chess_3,0.9,RespondTo,0.5,Get-chess_3,0.1,agent_1-playwith-chess_3-agent_2
326,PutInto-chess_3-chess_3,0.9,RespondTo,0.5,PlayWith-chess_3,0.1,agent_1-playwith-chess_3-agent_2
327,Inform-agent_2,0.9,RequestHelp-agent_1-Find-agent_2,0.5,Open,0.1,agent_1-open-box_3
328,Greet-agent_2,0.9,PutInto-box_3-box_3,0.5,PutInto-box_3-box_3,0.1,agent_1-open-box_3
329,RequestHelp-agent_1-Greet-agent_2,0.9,Get-box_3,0.5,Help-agent_1-PutInto-box_3-box_3,0.1,agent_1-open-box_3
330,PlayWith-key_4-agent_2,0.9,PutOnto-key_4-key_4,0.5,Give-key_4-agent_2,0.1,agent_1-open-box_3
331,Observe-key_4,0.9,Open-key_4,0.5,Inform-agent_2-key_4,0.1,agent_1-open-box_3
332,Find-key_4,0.9,RespondTo-agent_2,0.5,PutInto-box_3-key_4,0.1,agent_1-open-box_3
333,Give-key_4-agent_2,0.9,Open-key_4,0.5,PutInto-key_4-key_4,0.1,agent_1-open-box_3
334,Harm-agent_1-Observe-world,0.9,RespondTo,0.5,RespondTo,0.1,agent_1-open-box_7
335,Get-box_7,0.9,PutOnto-chess_6-box_7,0.5,PutOnto-box_4-box_7,0.1,agent_1-observe-world
336,Observe-chess_6,0.9,PutInto-chess_6-box_7,0.5,Help-agent_1-Give-box_7,0.1,agent_1-find-agent_2
337,Harm-agent_1-Inform-chess_6,0.9,Open-chess_6,0.5,PlayWith-chess_6,0.1,agent_1-find-agent_2
338,Get-chess_6,0.9,Find-key_8,0.5,RequestHelp-agent_1-Find-box_7,0.1,agent_1-playwith-chess_6-agent_2
339,RequestHelp-agent_1-Get-chess_6,0.9,PutInto-key_8-box_7,0.5,Inform-agent_2-chess_6,0.1,agent_1-playwith-chess_6-agent_2
340,PutOnto-chess_6-key_8,0.9,Get-box_7,0.5,Find-key_8,0.1,agent_1-playwith-chess_6-agent_2
341,PutOnto-box_7-chess_6,0.9,RespondTo-agent_2,0.5,Observe-box_7,0.1,agent_1-playwith-chess_6-agent_2
342,Find-agent_2,0.9,PutInto-box_7-chess_6,0.5,Open-box_4,0.1,agent_1-playwith-chess_6-agent_2
343,Help-agent_1-Get-timer_4,0.9,PutInto-timer_4-timer_4,0.5,Give-timer_4,0.1,agent_1-putinto-timer_4-shelf_5
344,RespondTo,0.9,Get-timer_4,0.5,Greet,0.1,agent_1-putinto-timer_4-shelf_5
345,PutOnto-timer_4-timer_4,0.9,Find-timer_4,0.5,Open-timer_4,0.1,agent_1-putinto-timer_4-shelf_5
346,Greet,0.9,RequestHelp-agent_1-Open-timer_4,0.5,RequestHelp-agent_1-PutInto-timer_4-timer_4,0.1,agent_1-putinto-timer_4-shelf_5
347,PlayWith-timer_4,0.9,Greet,0.5,PutInto-timer_4-timer_4,0.1,agent_1-putinto-timer_4-shelf_5
348,Open-timer_4,0.9,Find-timer_4,0.5,Harm-agent_1-Get-timer_4,0.1,agent_1-putinto-timer_4-shelf_5
349,RespondTo,0.9,PutInto-chess_8-chess_8,0.5,PlayWith-chess_8,0.1,agent_2-open-shelf_5
350,Open-cup_3,0.9,RespondTo,0.5,Inform-shelf_5,0.1,agent_2-find-cup_3
351,Inform-agent_1-chess_8,0.9,Get-cup_3,0.5,RequestHelp-agent_2-RespondTo-agent_1,0.1,agent_2-observe-agent_1
352,Greet-agent_1,0.9,Give-shelf_5-agent_1,0.5,Inform-agent_1-shelf_5,0.1,agent_2-observe-agent_1
353,PlayWith-shelf_5-agent_1,0.9,Open-cup_3,0.5,Find-chess_8,0.1,agent_2-observe-agent_1
354,Greet,0.9,PlayWith-box_4,0.5,Help-agent_2-Get-key_3,0.1,agent_2-find-key_5
355,Open-key_5,0.9,PutInto-key_5-key_3,0.5,PutOnto-key_3-key_5,0.1,agent_2-find-key_5
356,Give-box_4-agent_1,0.9,RequestHelp-agent_2-Open-box_4,0.5,RequestHelp-agent_2-Give-box_4-agent_1,0.1,agent_2-find-agent_1
357,Harm-agent_2-Inform-agent_1-key_3,0.9,Observe-key_5,0.5,Find-box_4,0.1,agent_2-greet-agent_1
358,Help-agent_2-Give-box_4-agent_1,0.9,PutInto-box_4-key_3,0.5,RespondTo-agent_1,0.1,agent_2-observe-world
359,Observe-box_4,0.9,Inform-agent_1-box_4,0.5,Give-key_5-agent_1,0.1,agent_2-observe-world
360,PutInto-box_4-box_4,0.9,PutOnto-key_3-key_3,0.5,Greet-agent_1,0.1,agent_2-observe-world
361,RequestHelp-agent_2-Find-key_3,0.9,RequestHelp-agent_2-Observe-box_4,0.5,Greet-agent_1,0.1,agent_2-respondto-agent_1
362,Open-box_4,0.9,Observe-agent_1,0.5,RespondTo-agent_1,0.1,agent_2-greet-agent_1
363,Observe-key_3,0.9,Harm-agent_2-Open-key_3,0.5,Get-key_3,0.1,agent_2-observe-agent_1
364,RespondTo-agent_1,0.9,Greet-agent_1,0.5,Observe-dumbbell_5,0.1,agent_2-inform-agent_1-dumbbell_5
365,PutInto-box_4-dumbbell_5,0.9,Harm-agent_2-PutInto-box_4-dumbbell_3,0.5,RequestHelp-agent_2-PlayWith-box_4-agent_1,0.1,agent_2-inform-agent_1-dumbbell_5
366,Find-box_4,0.9,PutOnto-box_4-dumbbell_5,0.5,Inform-agent_1-box_4,0.1,agent_2-inform-agent_1-dumbbell_5
367,PutInto-dumbbell_3-dumbbell_3,0.9,PutOnto-box_4-dumbbell_5,0.5,Open-box_4,0.1,agent_2-greet-agent_1
368,Give-agent_1,0.9,PutInto,0.5,Open,0.1,agent_2-observe-agent_1
369,Observe-agent_1,0.9,Observe-agent_1,0.5,Open-cup_3,0.1,agent_2-find-agent_1
370,RespondTo-agent_1,0.9,PlayWith-chess_4-agent_1,0.5,Get-banana_6,0.1,agent_2-greet-agent_1
371,Open-cup_3,0.9,Observe-agent_1,0.5,PutInto-chess_4-chess_4,0.1,agent_2-respondto-agent_1
372,PutInto-chess_4-chess_4,0.9,Inform-agent_1-chess_4,0.5,PlayWith-banana_6-agent_1,0.1,agent_2-greet-agent_1
373,Find-cup_3,0.9,Help-agent_2-PutOnto-banana_6-banana_6,0.5,Give-cup_3-agent_1,0.1,agent_2-observe-agent_1
374,Give-chess_4-agent_1,0.9,RequestHelp-agent_2-Open-cup_3,0.5,RespondTo-agent_1,0.1,agent_2-respondto-agent_1
375,Help-agent_2-Open-banana_6,0.9,Harm-agent_2-Get-cup_3,0.5,RequestHelp-agent_2-Give-cup_3-agent_1,0.1,agent_2-help-agent_1-get-cup_3-me
376,Open-banana_6,0.9,Give-cup_3-agent_1,0.5,Give-cup_3-agent_1,0.1,agent_2-get-cup_3-agent_1
377,Observe-world,0.9,Help-agent_1-RespondTo,0.5,Open,0.1,agent_1-open-box_3
378,PlayWith,0.9,Observe-world,0.5,Help-agent_1-PlayWith,0.1,agent_1-open-box_3
379,Help-agent_1-Get-box_3,0.9,PutInto-box_3-box_3,0.5,Observe-box_3,0.1,agent_1-open-box_3
380,Observe-box_3,0.9,PlayWith-box_3,0.5,PutInto-box_3-box_3,0.1,agent_1-open-box_3
381,PlayWith-box_3,0.9,Open-box_3,0.5,Get-box_3,0.1,agent_1-find-na
382,Find-box_3,0.9,Harm-agent_1-Give-box_3,0.5,RequestHelp-agent_1-Greet,0.1,agent_1-find-agent_2
383,PlayWith-box_3,0.9,Inform-box_3,0.5,PlayWith-box_3,0.1,agent_1-find-agent_2
384,PutInto-box_3-box_3,0.9,Open-box_3,0.5,PlayWith-box_3,0.1,agent_1-find-agent_2
385,Get-box_3,0.9,Find-box_3,0.5,PlayWith-box_3,0.1,agent_1-find-agent_2
386,Observe-key_5,0.9,Harm-agent_2-PutInto-books_7-key_5,0.5,Find-shelf_4,0.1,agent_2-putinto-key_5-shelf_4
387,Harm-agent_2-PlayWith-key_5-agent_1,0.9,Open-shelf_4,0.5,Help-agent_2-Get-key_5,0.1,agent_2-putinto-key_5-shelf_4
388,PutInto-books_7-key_5,0.9,Harm-agent_2-PutInto-timer_3-timer_3,0.5,PutOnto-shelf_4-key_5,0.1,agent_2-putinto-key_5-shelf_4
389,Give-timer_3-agent_1,0.9,Get-shelf_4,0.5,Greet-agent_1,0.1,agent_2-putinto-key_5-shelf_4
390,RequestHelp-agent_2-PlayWith-key_5-agent_1,0.9,PutInto-timer_3-shelf_4,0.5,Find-key_5,0.1,agent_2-putinto-key_5-shelf_4
391,RespondTo-agent_1,0.9,Help-agent_2-Inform-agent_1-key_5,0.5,PutInto-shelf_4-timer_3,0.1,agent_2-putinto-key_5-shelf_4
392,RequestHelp-agent_2-Give-key_4,0.9,RespondTo,0.5,PlayWith-key_4,0.1,agent_2-observe-world
393,PutInto-key_4-key_4,0.9,Observe-key_4,0.5,Get-key_4,0.1,agent_2-na
394,Observe-key_4,0.9,Greet-agent_1,0.5,Inform-agent_1-key_4,0.1,agent_2-observe-world
395,Find-agent_1,0.9,Harm-agent_2-Observe-key_4,0.5,RespondTo-agent_1,0.1,agent_2-observe-world
396,PlayWith-key_4-agent_1,0.9,Inform-agent_1-key_4,0.5,Get-box_3,0.1,agent_2-observe-world
397,Greet-agent_1,0.9,Get-box_3,0.5,Inform-agent_1-key_4,0.1,agent_2-observe-agent_1
398,RequestHelp-agent_2-Inform-agent_1-key_4,0.9,Give-box_3-agent_1,0.5,Find-agent_1,0.1,agent_2-observe-agent_1
399,RequestHelp-agent_2-Inform-agent_1-key_4,0.9,Open-box_3,0.5,Harm-agent_2-PlayWith-key_4-agent_1,0.1,agent_2-observe-agent_1
400,Harm-agent_2-Give-box_3-agent_1,0.9,Find-agent_1,0.5,Greet-agent_1,0.1,agent_2-observe-agent_1
401,Observe-agent_1,0.9,PutOnto-box_3-box_3,0.5,PlayWith-box_3-agent_1,0.1,agent_2-observe-agent_1
402,Inform-chess_3,0.9,Find-chess_3,0.5,RespondTo,0.1,agent_2-putinto-chess_3-box_4
403,Inform-box_5,0.9,RequestHelp-agent_1-Get-box_5,0.5,Find-key_3,0.1,agent_1-open-box_4
404,Inform-agent_2-table_3,0.9,Open-box_7,0.5,Open-cup_4,0.1,agent_1-na
405,PutInto-table_3-chess_5,0.9,PlayWith-cup_4-agent_2,0.5,PlayWith-table_3-agent_2,0.1,agent_1-na
406,PutInto-box_7-table_3,0.9,Find-agent_2,0.5,Open-chess_5,0.1,agent_1-na
407,RespondTo-agent_2,0.9,Greet-agent_2,0.5,PutInto-chess_5-banana_6,0.1,agent_1-na
408,PlayWith-box_7-agent_2,0.9,Open-chess_5,0.5,PlayWith-banana_6-agent_2,0.1,agent_1-na
